,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,cluster,label
33016,150,1,109,8.93,3,0,0
33018,200,2,27,2.3,2,3,0
33019,60,5,3,0.45,1,0,1
33020,183,3,24,1.89,1,3,0
33021,70,3,11,0.94,2,0,1
33022,60,2,17,1.31,2,0,1
33024,100,3,6,0.48,1,0,1
33025,70,3,42,3.41,1,0,1
33027,59,2,5,0.43,1,0,1
33028,83,2,4,0.32,1,0,1
33029,67,1,73,5.67,1,0,1
33031,150,3,5,0.39,1,0,0
33032,41,21,1,0.11,2,0,1
33033,550,3,9,3.18,1,1,0
33034,99,3,3,0.26,1,0,0
33035,70,3,21,1.78,1,0,1
33036,350,7,4,0.43,1,3,0
33037,350,5,1,0.09,1,3,0
33038,37,4,8,0.64,1,0,1
33039,140,2,7,2.23,1,0,0
33040,349,7,3,0.26,1,3,0
33041,105,3,1,0.09,3,0,1
33042,75,30,1,0.11,1,0,0
33043,55,1,25,1.97,3,0,1
33045,165,2,49,4.04,6,3,0
33046,250,4,5,0.49,1,3,0
33047,55,1,24,1.96,3,0,1
33048,59,1,24,1.86,3,0,1
33049,129,1,29,2.28,10,0,1
33050,55,3,43,3.57,2,0,1
33051,109,3,14,1.14,1,0,1
33052,75,20,4,0.52,2,0,1
33053,52,30,2,0.19,103,0,1
33054,115,2,6,0.56,1,0,0
33057,40,2,16,1.24,3,0,1
33058,100,5,1,0.08,1,0,0
33059,45,2,42,3.59,2,0,1
33060,150,3,1,0.09,2,0,0
33061,66,2,17,1.34,7,0,1
33062,200,4,18,1.42,1,3,0
33063,35,28,7,0.55,1,0,1
33064,90,2,1,0.08,2,0,1
33065,75,1,25,1.93,1,0,1
33066,90,2,42,3.26,1,0,1
33067,139,2,2,0.7,1,0,0
33068,82,2,33,2.75,1,0,1
33069,85,18,2,0.21,1,0,0
33070,106,4,21,1.73,2,0,1
33071,100,7,3,0.3,1,0,0
33072,106,3,10,0.86,2,0,0
33073,130,3,1,0.18,1,0,0
33074,60,3,30,2.49,1,0,0
33075,200,2,36,2.8,1,3,0
33076,200,1,26,2.39,1,3,0
33077,100,1,5,1.0,2,0,1
33078,745,4,1,0.16,1,1,0
33079,95,1,44,3.45,2,0,1
33080,85,14,14,1.32,1,0,0
33081,230,4,2,0.24,3,3,1
33082,89,5,92,7.26,1,0,0
33083,150,5,2,0.17,1,0,0
33085,85,2,57,4.62,1,0,0
33086,100,28,20,1.62,1,0,1
33087,225,6,1,0.09,1,3,0
33088,75,2,14,1.12,1,0,1
33089,175,2,42,3.77,1,3,0
33091,65,7,5,0.53,47,0,1
33092,100,7,1,0.09,1,0,0
33093,120,1,23,1.81,1,0,0
33094,60,1,22,1.73,6,0,1
33095,249,2,15,1.28,2,3,0
33096,110,2,25,2.18,1,0,0
33097,95,3,5,0.39,1,0,0
33098,170,1,27,2.13,1,3,0
33099,100,4,15,1.34,1,0,0
33100,65,4,5,0.39,1,0,1
33102,155,2,3,0.24,2,0,1
33103,90,3,28,2.26,1,0,1
33104,50,2,1,0.08,1,0,1
33105,150,5,1,0.08,1,0,0
33107,250,7,4,0.37,1,3,0
33108,189,4,8,0.65,1,3,0
33109,119,2,46,3.85,1,0,0
33110,112,2,3,0.29,2,0,0
33111,70,2,20,1.82,1,0,1
33112,41,1,15,1.17,1,0,1
33113,45,3,15,1.18,1,0,1
33114,280,2,40,3.18,1,3,0
33116,175,30,2,0.38,91,3,0
33117,199,30,1,0.1,91,3,0
33118,64,30,5,0.55,47,0,1
33119,99,1,94,7.32,6,0,0
33120,168,2,5,0.39,1,3,0
33121,150,3,27,2.11,1,0,0
33122,163,3,20,1.59,3,3,0
33124,156,1,2,0.16,1,0,0
33125,85,2,68,5.37,1,0,0
33126,40,1,29,2.47,2,0,1
33127,60,4,5,0.45,2,0,1
33128,60,2,10,0.85,1,0,1
33129,70,2,2,0.17,1,0,1
33130,130,3,7,0.57,2,0,1
33131,80,2,45,3.56,2,0,1
33132,145,2,16,1.55,1,0,0
33133,73,1,1,0.09,1,0,1
33134,38,30,2,0.19,3,0,1
33136,59,60,4,0.33,4,0,1
33138,36,2,1,0.09,26,0,1
33142,102,14,3,0.34,1,0,1
33143,230,1,3,0.33,2,3,0
33145,200,2,2,0.16,1,3,0
33146,42,1,3,0.25,1,0,1
33147,70,5,2,0.16,1,0,1
33148,170,7,2,0.2,1,3,0
33149,99,1,37,4.25,2,0,0
33150,750,1,9,0.71,6,1,0
33151,289,3,6,0.52,1,3,0
33152,200,1,1,1.0,1,3,0
33153,208,5,5,0.51,1,3,0
33154,175,5,21,1.72,1,3,0
33155,225,4,4,0.38,1,3,0
33156,300,2,27,2.13,1,3,0
33157,130,2,15,2.02,1,0,0
33158,170,1,28,2.2,1,3,0
33160,40,1,65,5.27,2,0,1
33161,131,3,35,2.82,1,0,0
33162,75,2,6,0.5,1,0,1
33163,425,4,2,0.2,1,3,0
33164,100,7,3,0.29,3,0,1
33165,250,2,72,5.82,1,3,0
33166,40,1,148,11.68,6,0,1
33168,85,10,54,4.34,2,0,1
33169,156,2,9,0.74,2,0,0
33170,112,2,31,2.59,2,0,1
33171,139,30,1,0.09,1,0,0
33172,169,5,45,3.56,1,3,0
33173,75,3,4,0.32,3,0,1
33174,70,7,1,0.08,1,0,1
33175,300,5,5,0.39,1,3,0
33176,75,5,1,0.08,1,0,1
33177,595,3,5,0.43,1,1,0
33178,90,2,6,0.48,3,0,1
33179,99,3,1,0.08,1,0,0
33180,120,2,13,1.23,1,0,0
33181,185,3,10,1.12,1,3,0
33183,30,1,9,0.71,2,0,1
33184,74,2,2,0.16,3,0,1
33186,131,30,2,0.23,1,0,0
33187,40,5,3,0.27,1,0,1
33188,125,2,41,3.32,2,0,0
33189,60,1,3,0.46,1,0,1
33190,95,2,6,0.48,1,0,0
33191,155,10,9,0.8,1,0,1
33192,120,2,22,1.77,4,0,1
33193,200,2,8,0.63,1,3,0
33195,95,3,7,1.11,1,0,1
33196,38,3,16,1.38,2,0,1
33197,187,29,1,0.79,96,3,0
33199,50,2,58,4.59,1,0,0
33200,249,1,37,3.04,7,3,0
33201,60,1,19,1.52,2,0,1
33202,215,2,2,0.16,2,3,0
33203,89,3,5,0.45,2,0,0
33204,90,3,50,4.07,1,0,1
33205,165,4,9,1.17,1,3,0
33206,108,2,26,2.26,1,0,0
33207,55,1,11,0.92,1,0,1
33208,499,4,41,3.31,1,1,0
33210,35,30,1,0.09,10,0,2
33211,75,1,5,0.47,2,0,1
33212,99,3,10,0.86,1,0,0
33213,155,2,43,3.6,1,0,0
33214,50,1,17,1.34,2,0,1
33215,75,10,2,0.2,2,0,1
33216,50,1,21,1.81,2,0,1
33217,220,2,23,2.19,2,3,0
33218,90,1,32,3.06,1,0,1
33219,75,7,11,0.91,1,0,0
33220,60,5,7,0.59,2,0,1
33221,295,5,3,0.27,1,3,0
33222,60,2,5,0.45,1,0,1
33223,100,5,5,0.57,1,0,0
33224,75,4,10,1.15,2,0,2
33225,10,2,22,1.76,1,0,0
33226,58,1,20,2.01,5,0,1
33227,60,14,3,0.3,1,0,0
33229,369,1,2,0.22,3,3,0
33230,150,7,12,0.95,47,0,1
33231,63,3,27,2.26,7,0,1
33232,219,1,36,2.83,8,3,0
33233,90,7,3,0.25,3,0,0
33234,171,2,19,1.51,1,3,0
33237,309,1,15,1.18,8,3,0
33238,60,1,1,0.11,1,0,1
33240,650,1,7,0.76,8,1,0
33241,80,1,60,4.76,7,0,2
33242,50,1,10,1.09,3,0,1
33243,30,1,1,0.11,2,0,1
33244,90,3,6,0.5,1,0,0
33245,65,2,13,1.34,2,0,2
33247,110,2,2,0.16,1,0,0
33248,95,3,2,0.17,1,0,1
33249,32,2,16,1.28,3,0,1
33250,142,2,31,2.5,5,0,0
33251,150,2,28,2.25,1,0,0
33252,35,2,2,0.16,1,0,1
33253,55,1,23,1.85,1,0,1
33255,140,5,3,0.25,1,0,0
33256,175,3,5,0.51,1,3,0
33258,39,1,20,1.63,1,0,1
33259,80,7,57,4.49,2,0,1
33260,65,2,4,0.98,1,0,0
33261,75,3,21,1.69,1,0,0
33262,94,2,18,1.48,1,0,1
33263,91,3,35,2.84,1,0,1
33264,60,2,8,0.74,10,0,1
33265,260,2,1,0.08,1,3,0
33266,73,1,2,0.21,1,0,2
33267,225,7,1,0.11,1,3,0
33268,34,30,2,0.18,103,0,1
33269,67,30,3,0.28,3,0,1
33270,170,3,2,0.17,1,3,0
33271,190,2,1,0.09,1,3,0
33274,50,1,16,1.53,3,0,1
33275,100,1,25,5.64,1,0,0
33276,65,3,8,0.71,1,0,2
33277,220,3,3,0.26,1,3,0
33278,250,3,1,0.09,1,3,0
33279,120,60,13,1.11,1,0,0
33280,120,3,2,0.32,1,0,1
33281,50,1,1,0.08,1,0,1
33282,120,1,16,1.29,3,0,1
33283,66,3,2,1.03,2,0,1
33284,80,1,60,4.76,2,0,1
33285,80,1,4,0.34,2,0,1
33286,80,1,49,3.89,2,0,1
33287,45,5,1,0.08,1,0,1
33288,129,2,21,1.73,5,0,0
33290,200,3,6,0.94,1,3,0
33291,55,1,31,2.82,2,0,1
33292,40,14,3,0.26,3,0,1
33293,55,1,40,3.21,3,0,1
33294,150,3,3,0.24,2,0,1
33295,75,2,18,1.44,1,0,1
33296,75,2,42,3.73,6,0,0
33297,67,1,10,0.83,2,0,1
33298,250,3,30,2.56,1,3,0
33299,125,2,22,1.88,1,0,0
33300,59,2,5,0.44,1,0,1
33301,165,4,3,0.24,2,3,0
33302,195,3,11,0.95,1,3,0
33303,50,2,17,1.54,2,0,1
33304,79,2,36,3.33,1,0,0
33305,98,2,2,0.17,2,0,1
33307,37,30,3,0.26,10,0,2
33308,295,2,26,2.17,1,3,0
33309,75,6,2,0.22,1,0,1
33310,265,2,5,0.49,1,3,0
33312,449,3,33,2.82,1,1,0
33313,400,2,5,0.43,1,3,0
33314,195,2,55,5.32,1,3,0
33315,59,2,22,3.59,1,0,1
33316,100,1,4,0.34,1,0,0
33317,100,1,30,2.5,1,0,0
33318,80,5,15,1.23,1,0,1
33319,96,10,1,0.11,1,0,2
33320,45,2,31,2.8,2,0,1
33321,125,2,23,1.89,1,0,0
33322,85,3,4,0.33,1,0,1
33323,250,2,27,2.26,2,3,0
33324,40,33,1,1.0,2,0,1
33326,55,1,4,0.35,1,0,1
33327,150,2,5,1.4,1,0,1
33328,229,2,55,4.41,1,3,0
33329,67,1,73,5.82,2,0,1
33330,69,1,67,5.39,2,0,1
33331,51,1,12,1.14,7,0,1
33332,275,4,5,0.46,1,3,0
33334,200,7,8,0.76,1,3,0
33335,75,1,6,0.66,1,0,1
33336,80,2,22,1.77,1,0,0
33337,350,5,36,2.87,1,3,0
33338,85,3,31,2.95,1,0,0
33339,46,7,3,0.25,1,0,1
33340,135,2,23,1.92,2,0,0
33341,200,5,2,0.19,2,3,0
33342,125,10,2,0.18,1,0,0
33344,58,1,5,0.4,1,0,1
33345,150,10,1,0.09,1,0,0
33346,120,3,9,0.75,1,0,0
33347,90,1,30,2.58,6,0,1
33348,74,1,11,0.93,1,0,1
33349,99,1,19,1.61,1,0,1
33350,53,2,45,3.69,2,0,1
33351,120,7,6,0.5,47,0,1
33352,250,2,6,0.53,1,3,0
33353,30,1,15,4.74,2,0,2
33354,209,3,3,0.24,1,3,0
33355,140,3,1,0.67,1,0,0
33356,99,7,8,0.73,47,0,1
33359,80,1,57,4.63,1,0,1
33360,200,30,1,0.64,50,3,0
33362,50,2,58,4.69,1,0,1
33363,85,1,39,3.28,1,0,1
33364,50,3,20,1.63,2,0,1
33365,84,2,16,1.33,1,0,0
33366,79,6,6,0.65,1,0,1
33367,79,2,32,2.67,1,0,0
33368,130,1,16,1.32,1,0,0
33369,350,7,1,0.09,1,3,0
33370,125,1,22,1.8,1,0,0
33371,80,1,106,8.69,2,0,0
33372,100,2,18,1.45,1,0,0
33373,70,3,11,0.88,1,0,1
33375,125,1,54,4.34,1,0,1
33376,100,1,31,2.81,1,0,2
33377,450,2,1,0.86,1,1,0
33378,150,2,2,0.17,1,0,0
33379,89,1,44,5.28,1,0,1
33382,265,3,23,1.95,1,3,0
33383,225,4,2,0.29,1,3,0
33384,55,3,4,0.36,1,0,1
33385,120,30,3,0.26,47,0,1
33386,210,2,35,3.11,1,3,0
33387,599,2,3,0.24,1,1,0
33388,65,1,7,0.59,1,0,1
33389,115,1,6,0.49,1,0,1
33390,50,2,5,0.41,2,0,1
33391,70,1,31,2.53,2,0,1
33392,80,2,3,0.38,1,0,0
33393,110,3,38,3.25,1,0,1
33394,115,3,2,0.17,1,0,1
33396,38,1,12,1.0,34,0,2
33397,150,1,1,0.08,1,0,1
33398,125,2,6,0.7,1,0,0
33399,125,3,6,0.52,1,0,1
33400,180,4,11,0.93,1,3,0
33401,99,5,4,0.35,2,0,1
33402,125,2,13,1.26,1,0,0
33403,59,3,10,0.87,2,0,1
33404,110,7,15,3.46,1,0,2
33405,300,5,2,0.81,1,3,0
33406,50,1,4,0.33,1,0,1
33407,99,6,5,0.43,1,0,1
33409,150,2,17,1.5,7,0,0
33410,36,7,8,0.71,2,0,1
33411,149,2,13,1.42,1,0,1
33412,51,1,10,0.84,7,0,1
33413,70,1,11,0.89,1,0,1
33414,49,1,6,0.53,7,0,1
33415,85,1,8,0.66,2,0,1
33416,55,30,3,0.92,47,0,1
33417,65,7,9,1.15,47,0,1
33418,99,1,4,0.32,1,0,1
33419,38,1,17,1.39,34,0,2
33420,44,1,9,0.77,1,0,0
33421,345,2,25,2.17,1,3,0
33422,38,3,14,1.14,34,0,2
33423,150,3,1,0.08,1,0,0
33424,38,1,21,1.77,34,0,2
33425,119,2,12,1.13,1,0,0
33426,71,3,32,2.73,1,0,0
33427,200,15,1,0.14,1,3,0
33428,35,3,7,0.57,3,0,1
33430,1500,3,5,0.43,1,1,0
33431,150,1,82,7.01,1,0,1
33432,59,4,6,0.87,2,0,1
33433,34,2,2,0.17,1,0,1
33434,225,1,3,0.33,1,3,0
33435,80,2,8,1.76,4,0,1
33437,50,2,6,0.68,4,0,1
33438,30,4,26,2.14,7,0,1
33439,30,4,16,1.3,7,0,1
33441,30,4,11,0.99,7,0,1
33442,40,5,12,1.07,10,0,2
33443,160,4,5,0.44,1,3,0
33444,100,3,5,0.42,1,0,0
33445,285,3,6,0.51,2,3,0
33446,53,2,29,2.46,2,0,1
33447,55,7,6,0.73,47,0,1
33448,15,1,19,1.71,2,0,2
33449,90,2,55,4.61,1,0,1
33450,90,3,9,0.74,1,0,0
33451,90,2,34,2.8,2,0,0
33452,125,2,21,1.82,1,0,1
33454,180,1,7,0.61,2,3,0
33455,120,5,2,0.22,1,0,0
33457,75,2,1,0.58,1,0,1
33459,145,3,55,4.5,1,0,0
33463,187,29,2,0.24,96,3,0
33464,185,29,1,0.11,96,3,0
33467,72,2,14,1.12,1,0,0
33468,39,30,1,0.3,103,0,1
33469,55,1,27,2.21,1,0,1
33470,59,2,30,2.54,3,0,1
33471,33,30,1,0.18,103,0,1
33472,55,4,1,0.08,1,0,1
33474,125,3,8,0.65,1,0,1
33475,200,3,11,0.94,1,3,0
33476,400,2,2,0.18,1,3,0
33477,80,22,1,0.09,1,0,1
33478,220,4,1,0.08,1,3,0
33479,130,1,35,2.87,1,0,0
33480,90,1,25,2.07,1,0,0
33481,47,1,9,1.03,2,0,2
33482,118,1,29,2.46,6,0,1
33483,145,2,8,0.66,1,0,0
33484,85,4,14,1.98,1,0,1
33485,75,4,4,0.36,2,0,1
33486,80,3,52,4.79,2,0,1
33487,40,2,2,0.19,1,0,1
33488,110,1,52,4.36,1,0,0
33490,60,1,6,0.5,1,0,1
33491,50,1,37,3.68,1,0,1
33492,58,5,1,0.09,1,0,1
33493,150,6,16,1.58,1,0,0
33494,49,1,12,0.97,1,0,1
33495,69,3,1,0.6,5,0,1
33496,99,3,30,2.51,2,0,1
33497,200,2,6,2.28,2,3,0
33499,200,4,3,0.25,1,3,0
33500,125,4,2,0.16,1,0,0
33501,70,1,34,2.74,2,0,1
33502,45,2,25,2.05,1,0,1
33503,70,1,2,0.17,1,0,1
33504,75,3,134,10.86,1,0,0
33506,150,3,6,0.48,1,0,0
33507,55,2,41,3.35,1,0,1
33508,90,1,7,0.57,1,0,1
33509,139,2,31,2.88,1,0,1
33510,120,25,7,0.58,1,0,0
33511,65,3,49,4.06,1,0,0
33512,83,1,35,2.91,2,0,0
33513,149,1,41,3.34,2,0,0
33514,175,1,11,1.1,2,3,1
33515,70,1,3,0.47,7,0,1
33516,49,1,10,0.87,1,0,1
33517,150,4,2,0.17,1,0,0
33518,180,4,23,1.99,2,3,0
33519,80,1,4,1.48,7,0,1
33520,220,3,3,0.28,1,3,0
33521,30,10,4,0.35,1,0,1
33522,150,3,22,1.9,1,0,0
33523,225,3,2,1.3,1,3,0
33524,210,5,7,0.63,1,3,0
33525,299,1,4,0.35,3,3,1
33526,110,4,18,1.6,1,0,0
33527,120,4,4,0.45,3,0,1
33528,80,5,1,0.09,1,0,1
33529,330,1,34,2.83,5,3,0
33530,150,2,4,0.36,2,0,0
33531,150,3,2,0.17,1,0,1
33532,99,1,34,2.9,1,0,0
33533,99,1,2,0.16,1,0,1
33535,90,1,1,0.08,1,0,0
33537,65,2,28,2.36,3,0,1
33538,65,2,21,1.76,3,0,1
33539,300,5,1,0.1,1,3,0
33540,70,2,47,4.15,1,0,1
33543,125,11,1,0.09,1,0,0
33544,150,3,6,0.52,1,0,0
33545,50,2,4,0.34,7,0,1
33546,120,5,1,0.08,1,0,0
33547,125,3,1,0.09,1,0,0
33549,250,4,20,1.94,1,3,0
33550,142,1,29,2.47,5,0,1
33552,60,1,2,0.17,1,0,2
33553,142,1,36,3.5,5,0,1
33554,179,5,32,2.92,1,3,0
33555,140,1,36,2.96,1,0,0
33556,465,2,31,2.66,1,1,0
33557,80,5,24,2.02,1,0,0
33558,65,2,6,0.54,1,0,0
33559,300,2,2,0.25,1,3,1
33561,180,3,13,1.13,1,3,0
33562,56,2,15,2.33,1,0,1
33563,99,1,67,6.07,1,0,0
33564,70,4,1,0.09,1,0,1
33565,285,2,30,2.54,1,3,0
33566,82,1,8,8.0,1,0,1
33567,142,1,30,2.56,5,0,1
33568,100,5,8,0.69,1,0,0
33569,142,1,30,2.56,5,0,1
33570,125,3,6,0.54,1,0,0
33571,900,1,2,0.18,1,1,0
33572,40,2,19,1.6,1,0,1
33573,120,2,16,1.32,1,0,0
33574,199,2,9,0.8,1,3,0
33575,60,1,7,0.59,1,0,1
33576,200,2,42,3.62,1,3,0
33577,55,1,16,2.34,3,0,1
33578,150,1,7,0.62,1,0,0
33579,110,2,4,1.5,2,0,1
33580,53,3,3,0.26,1,0,1
33581,150,5,28,2.54,2,0,0
33582,35,3,1,0.09,1,0,1
33583,149,1,1,0.09,1,0,0
33584,190,2,3,0.25,1,3,0
33585,143,2,4,0.34,2,0,1
33586,57,2,42,3.43,2,0,1
33587,59,1,66,5.38,1,0,1
33588,299,2,11,0.99,1,3,0
33589,70,1,50,4.25,9,0,1
33590,49,2,6,0.5,2,0,1
33591,68,2,10,0.89,2,0,1
33592,120,2,23,1.86,1,0,0
33593,135,4,1,0.45,1,0,0
33594,80,8,2,0.19,1,0,1
33595,80,3,5,0.41,1,0,1
33597,90,3,6,0.55,1,0,1
33598,150,14,1,0.08,1,0,0
33599,197,2,24,2.11,1,3,0
33600,181,3,1,0.12,1,3,1
33601,180,2,3,0.25,1,3,0
33603,76,1,80,6.59,3,0,1
33604,139,1,58,4.89,1,0,0
33605,51,2,21,1.86,3,0,1
33606,50,20,3,0.25,1,0,1
33607,55,3,2,0.16,1,0,1
33608,250,1,19,1.62,3,3,0
33609,55,3,2,0.17,1,0,1
33610,80,2,24,2.09,1,0,1
33611,51,2,34,2.97,3,0,1
33612,69,3,28,2.36,1,0,1
33613,255,3,4,0.33,1,3,0
33614,150,2,3,0.26,3,0,1
33615,85,1,7,0.62,2,0,1
33617,52,1,64,5.42,3,0,1
33618,70,1,1,0.08,1,0,0
33619,76,1,76,6.28,3,0,1
33621,63,1,19,7.92,2,0,1
33622,100,2,5,0.43,7,0,0
33623,55,7,1,0.09,1,0,1
33624,90,3,6,0.6,3,0,1
33625,110,3,4,0.33,1,0,0
33628,66,6,6,0.49,1,0,1
33630,65,2,1,0.08,1,0,0
33631,133,28,6,0.52,1,0,0
33632,100,3,15,1.33,1,0,0
33633,30,2,1,0.09,1,0,1
33635,85,2,26,2.39,1,0,1
33636,125,3,18,1.53,1,0,0
33638,100,4,3,0.26,1,0,0
33639,125,2,11,0.94,1,0,0
33640,91,28,5,0.41,1,0,0
33641,26,1,14,1.24,2,0,1
33642,66,1,3,0.36,3,0,1
33643,60,1,13,1.09,1,0,1
33644,150,3,30,2.64,3,0,1
33645,222,1,3,0.26,1,3,0
33646,148,2,38,3.28,2,0,0
33647,225,3,3,0.42,1,3,0
33649,60,1,3,0.28,2,0,1
33650,45,4,47,4.37,4,0,1
33651,102,1,50,4.19,1,0,0
33652,50,7,11,0.99,47,0,1
33654,250,2,3,0.31,2,3,0
33655,44,5,3,0.25,1,0,1
33656,130,4,7,0.59,1,0,0
33657,55,5,6,0.51,2,0,1
33658,78,30,1,0.09,1,0,0
33659,165,30,14,1.15,1,3,0
33661,90,3,7,0.64,1,0,0
33663,500,5,39,3.24,1,1,0
33664,75,1,22,9.17,1,0,1
33665,44,5,8,0.68,1,0,1
33666,75,3,2,0.19,1,0,1
33667,120,2,58,4.96,3,0,1
33668,120,2,57,4.76,3,0,1
33669,110,2,49,4.06,3,0,1
33670,125,7,1,0.1,1,0,1
33671,25,2,26,2.25,1,0,2
33672,89,1,12,1.07,1,0,1
33673,81,2,26,2.29,4,0,1
33674,60,1,1,0.09,2,0,1
33675,95,2,2,0.18,1,0,0
33676,75,7,3,0.29,47,0,1
33677,80,7,7,0.66,47,0,1
33678,159,2,22,1.83,7,0,0
33679,80,1,11,0.93,1,0,1
33680,165,4,2,0.19,1,3,0
33682,69,2,70,5.79,2,0,1
33683,140,1,38,3.27,2,0,0
33685,50,2,4,0.35,1,0,1
33686,135,2,10,0.97,1,0,0
33687,120,2,25,2.06,1,0,0
33688,39,30,1,0.23,103,0,1
33689,69,2,22,1.92,1,0,1
33690,65,30,30,2.71,2,0,1
33691,25,1,4,0.34,1,0,1
33692,120,3,13,1.09,1,0,0
33693,128,5,36,3.06,1,0,0
33694,125,30,9,0.82,1,0,0
33695,65,1,57,4.76,1,0,1
33696,172,1,34,3.07,5,3,0
33697,150,2,8,0.68,1,0,0
33698,195,1,4,0.35,2,3,1
33699,60,2,37,3.27,1,0,1
33700,330,1,1,0.12,5,3,0
33701,195,2,1,0.16,1,3,0
33702,60,3,16,1.42,1,0,0
33704,110,2,7,0.79,1,0,1
33705,154,30,3,0.3,11,0,0
33706,76,2,26,2.22,1,0,0
33707,70,7,2,0.18,1,0,1
33708,220,3,6,0.52,1,3,0
33709,55,1,55,4.98,3,0,1
33712,99,4,4,0.35,1,0,0
33713,95,2,40,3.32,1,0,0
33714,118,1,20,1.9,6,0,1
33715,80,2,42,4.92,1,0,1
33716,60,1,40,3.46,1,0,0
33717,20,1,8,0.73,1,0,1
33718,70,4,14,1.16,1,0,1
33719,33,1,33,2.78,17,0,2
33720,30,2,32,2.66,17,0,2
33721,98,2,21,2.1,2,0,1
33722,70,2,28,2.3,1,0,1
33723,110,2,12,1.02,4,0,0
33724,55,2,7,0.58,1,0,1
33725,40,3,10,0.93,34,0,2
33726,189,1,11,1.51,5,3,0
33727,36,1,18,1.53,34,0,2
33728,65,30,35,3.04,3,0,1
33729,49,2,44,4.43,1,0,1
33730,52,2,53,5.26,2,0,1
33731,97,1,27,5.66,2,0,0
33732,80,20,9,0.78,4,0,1
33733,189,1,1,0.25,5,3,0
33734,35,1,16,1.34,34,0,2
33735,36,3,14,1.24,34,0,2
33736,150,4,18,1.57,1,0,0
33737,100,12,1,0.16,2,0,0
33738,60,30,1,0.27,8,0,1
33739,179,1,35,3.11,3,3,1
33741,200,3,26,2.14,1,3,0
33742,123,2,32,2.72,6,0,1
33743,80,14,2,0.19,1,0,0
33744,90,4,32,2.75,1,0,0
33745,40,1,104,8.64,4,0,1
33746,490,2,15,1.48,1,1,0
33747,70,2,2,0.19,1,0,0
33748,188,2,7,0.59,2,3,0
33749,69,2,75,6.2,2,0,1
33750,289,30,32,3.06,1,3,0
33751,130,2,8,0.68,1,0,1
33752,75,2,4,0.37,1,0,1
33753,79,2,1,0.09,1,0,2
33754,100,1,13,1.13,2,0,1
33756,150,2,46,3.84,2,0,0
33757,21,1,35,2.92,17,0,2
33758,68,25,4,0.37,1,0,0
33759,135,4,11,0.99,1,0,1
33760,145,3,28,2.43,1,0,0
33761,45,2,8,0.81,3,0,1
33762,50,1,3,0.25,2,0,1
33763,60,1,26,2.34,5,0,1
33764,49,1,25,2.12,5,0,1
33765,40,1,52,4.32,5,0,1
33766,62,2,64,5.35,2,0,1
33767,345,3,12,1.01,1,3,0
33768,80,1,27,2.4,9,0,1
33769,90,1,51,4.47,1,0,0
33770,60,1,25,2.23,9,0,1
33771,150,1,6,0.53,1,0,0
33772,68,3,16,1.4,1,0,1
33773,150,1,4,0.38,1,0,1
33774,120,7,3,0.43,1,0,0
33775,70,1,1,0.09,1,0,1
33777,109,1,2,0.17,8,0,1
33778,74,3,3,0.25,1,0,0
33779,125,2,26,2.23,1,0,1
33780,109,1,1,0.2,8,0,1
33781,120,5,2,0.19,1,0,0
33782,65,30,15,1.42,3,0,1
33783,47,1,17,1.63,1,0,1
33784,120,4,37,3.22,1,0,1
33785,110,1,73,6.48,12,0,1
33786,110,1,54,4.84,12,0,1
33787,115,1,59,5.25,12,0,1
33788,105,1,67,5.98,12,0,1
33789,119,3,6,0.57,1,0,0
33790,42,1,32,2.74,1,0,0
33791,65,4,10,0.87,1,0,1
33792,54,1,15,1.81,2,0,1
33793,325,2,9,0.76,1,3,0
33794,265,2,4,0.42,1,3,0
33795,95,3,19,1.61,1,0,1
33796,199,2,9,0.82,3,3,0
33797,125,9,5,0.42,1,0,0
33798,174,2,6,2.12,1,3,0
33799,50,1,47,3.96,1,0,1
33800,140,2,7,0.59,1,0,0
33801,95,20,11,0.92,4,0,1
33802,120,2,10,0.83,1,0,0
33803,39,2,6,0.53,5,0,1
33804,75,3,49,4.18,1,0,1
33805,65,2,10,0.85,5,0,1
33806,58,2,10,0.92,5,0,1
33807,100,3,17,1.42,1,0,0
33808,73,5,1,0.12,1,0,1
33809,65,2,12,1.02,5,0,1
33810,57,2,16,1.35,5,0,1
33811,60,3,5,0.43,1,0,1
33812,65,30,29,2.51,2,0,1
33813,100,3,4,0.33,7,0,1
33815,65,30,31,2.7,3,0,1
33816,70,30,27,2.38,3,0,1
33817,130,2,19,1.58,2,0,1
33818,60,20,9,0.75,4,0,1
33819,102,2,14,1.21,1,0,0
33820,100,1,7,0.6,1,0,0
33821,170,5,3,0.44,4,3,1
33822,65,30,32,2.86,3,0,1
33823,30,4,5,1.5,1,0,1
33824,60,30,25,2.08,3,0,1
33825,65,30,35,3.06,3,0,1
33826,90,30,28,2.37,3,0,1
33827,65,30,18,1.54,3,0,1
33828,50,3,15,1.3,47,0,1
33830,142,7,11,1.04,2,0,0
33831,80,3,2,0.32,3,0,0
33832,92,3,8,0.69,1,0,1
33833,70,6,6,0.5,3,0,1
33834,275,2,20,1.83,1,3,0
33835,157,5,11,0.91,1,0,0
33837,100,3,9,0.78,1,0,2
33838,94,1,1,0.28,8,0,1
33839,88,7,17,1.63,1,0,1
33840,56,9,4,0.65,1,0,1
33841,55,3,44,3.75,1,0,1
33844,150,1,5,0.46,1,0,0
33845,244,1,39,3.35,1,3,1
33846,180,2,2,0.17,1,3,0
